title	url	index
262. What is Britishness? (Part 2)	http://traffic.libsyn.com/teacherluke/262-what-is-britishness-part-2.mp3	
263. Past, Present & Future	http://traffic.libsyn.com/teacherluke/263-past-present-future.mp3	
264. Telling Jokes in English (Part 1)	http://traffic.libsyn.com/teacherluke/264-telling-jokes-in-english-part-1.mp3	
265. Telling Jokes in English (Part 2)	http://traffic.libsyn.com/teacherluke/265-telling-jokes-in-english-part-2.mp3	
266. Telling Jokes in English (Part 3)	http://traffic.libsyn.com/teacherluke/266-telling-jokes-in-english-part-3.mp3	
267. Earthquake in Nepal + other news	http://traffic.libsyn.com/teacherluke/267-earthquake-in-nepal-other-news.mp3	
268. UK General Election 2015 (Part 1)	http://traffic.libsyn.com/teacherluke/268-uk-general-election-part-1.mp3	
269. UK General Election 2015 (Part 2)	http://traffic.libsyn.com/teacherluke/269-uk-general-election-2015-part-2.mp3	
270. UK General Election RESULTS	http://traffic.libsyn.com/teacherluke/270-uk-general-election-results.mp3	
271. Catching Up with Amber & Paul	http://traffic.libsyn.com/teacherluke/271-catching-up-with-amber-paul.mp3	
272. The Bad Haircut Situation (with Amber & Paul)	http://traffic.libsyn.com/teacherluke/272-the-bad-haircut-situation.mp3	
273. The Bad Haircut Situation Part 2: More Role Plays & Improvisations (with Amber & Paul)	http://traffic.libsyn.com/teacherluke/273-the-bad-haircut-situation-part-2-more-role-plays-improvisations.mp3	
274. Q&A Session #4	http://traffic.libsyn.com/teacherluke/274-q-a-session-4.mp3	
275. The Phrasal Verb Chronicles #2	http://traffic.libsyn.com/teacherluke/275-the-phrasal-verb-chronicles-2.mp3	
276. Q&A Session #5	http://traffic.libsyn.com/teacherluke/276-q-a-session-5.mp3	
277. A Chat with Marcus Keeley from Northern Ireland (Part 1)	http://traffic.libsyn.com/teacherluke/277-a-chat-with-marcus-keeley-from-northern-ireland.mp3	
278. Marcus Keeley / Northern Ireland (Part 2)	http://traffic.libsyn.com/teacherluke/278-marcus-keeley-northern-ireland-part-2.mp3	
279. Marcus Keeley / Northern Ireland / Accent (Part 3)	http://traffic.libsyn.com/teacherluke/279-marcus-keeley-northern-ireland-accent-part-3.mp3	
280. The UK’s Favourite Superstitions	http://traffic.libsyn.com/teacherluke/280-uk-superstitions.mp3	
281. Misheard Lyrics	http://traffic.libsyn.com/teacherluke/281-misheard-lyrics.mp3	
282. Questions from Tea4er.ru	http://traffic.libsyn.com/teacherluke/282-questions-from-tea4er-ru.mp3	
283. Ten Fixed Expressions (with Paul Taylor)	http://traffic.libsyn.com/teacherluke/283-ten-fixed-expressions.mp3	
284. Questions from Tea4er.ru (Part 2)	http://traffic.libsyn.com/teacherluke/284-questions-from-tea4er-ru-part-2.mp3	
285. Ten More Fixed Expressions (with Paul Taylor)	http://traffic.libsyn.com/teacherluke/285-ten-more-natural-expressions.mp3	
286. The Wedding Episode	http://traffic.libsyn.com/teacherluke/286-the-wedding-episode.mp3	
287. VOCAB BATTLE!!! WITH AMBER & PAUL (exciting title)	http://traffic.libsyn.com/teacherluke/287-vocab-battle-with-amber-paul-exciting-title.mp3	
288. California Road Trip (Part 1)	http://traffic.libsyn.com/teacherluke/288-california-road-trip-part-1.mp3	
289. California Road Trip (Part 2)	http://traffic.libsyn.com/teacherluke/289-california-road-trip-part-2.mp3	
290. California Road Trip (Part 3)	http://traffic.libsyn.com/teacherluke/290-california-road-trip-part-3.mp3	
291. California Road Trip (Part 4)	http://traffic.libsyn.com/teacherluke/291-california-road-trip-part-4.mp3	
292. California Road Trip (Part 5)	http://traffic.libsyn.com/teacherluke/292-california-road-trip-part-5.mp3	
293. California Road Trip (Part 6)	http://traffic.libsyn.com/teacherluke/293-california-road-trip-part-6.mp3	
294. California Road Trip (Part 7)	http://traffic.libsyn.com/teacherluke/294-california-road-trip-part-7.mp3	
295. California Road Trip (Final Part)	http://traffic.libsyn.com/teacherluke/295-california-road-trip-final-part.mp3	
296. Learning Comedy is like Learning a Language (with Paul Taylor)	http://traffic.libsyn.com/teacherluke/296-learning-comedy-is-like-learning-a-language.mp3	
297. Using Humour in the IELTS Speaking Test (With Jessica from All Ears English)	http://traffic.libsyn.com/teacherluke/297-using-humour-in-the-ielts-speaking-test-with-jessica-from-all-ears-english.mp3	
298. The Bank Robbery (Part 1) (with Amber, Paul & Sebastian)	http://traffic.libsyn.com/teacherluke/298-the-bank-robbery-part-1.mp3	
299. The Bank Robbery (Part 2) (with Amber, Paul and Sebastian)	http://traffic.libsyn.com/teacherluke/299-the-bank-robbery-part-2.mp3	
300. EPISODE 300 (PART 1)	http://traffic.libsyn.com/teacherluke/300-1-episode-300-part-1.mp3	
300. EPISODE 300 (PART 2)	http://traffic.libsyn.com/teacherluke/300-2-episode-300-part-2.mp3	
301. David Cameron & The Pig / Bad Gig Story / Who is Ronnie Pickering?	http://traffic.libsyn.com/teacherluke/301-david-cameron-the-pig-bad-gig-story-who-is-ronnie-pickering.mp3	
302. Bad Dentist / Star Wars / Adam Buxton / Headphone Jams / Jarvis Cocker	http://traffic.libsyn.com/teacherluke/302-bad-dentist-star-wars-adam-buxton-headphone-jams-jarvis-cocker.mp3	
303. The Battle of Britain	http://traffic.libsyn.com/teacherluke/303-the-battle-of-britain.mp3	
304. Back To The Future (Part 1)	http://traffic.libsyn.com/teacherluke/304-back-to-the-future-part-1.mp3	
305. Back To The Future (Part 2)	http://traffic.libsyn.com/teacherluke/305-back-to-the-future-part-2.mp3	
306. The Mystery of Corporate Jargon & Management Speak (Part 1) with Paul Taylor	http://traffic.libsyn.com/teacherluke/306-corporate-jargon-management-speak.mp3	
307. The Mystery of Corporate Jargon & Management Speak (Part 2) with Paul Taylor	http://traffic.libsyn.com/teacherluke/307-the-mystery-of-corporate-jargon-and-management-speak-part-2.mp3	
308. The Lying Game (Part 1) With Amber & Paul	http://traffic.libsyn.com/teacherluke/308-the-lying-game-part-1.mp3	
309. The Lying Game (Part 2) With Amber & Paul	http://traffic.libsyn.com/teacherluke/309-the-lying-game-part-2.mp3	
310. The Words of the Year (Part 1) with Amber & Paul	http://traffic.libsyn.com/teacherluke/310-the-words-of-the-year-part-1.mp3	
311. The Words of the Year (Part 2) with Amber & Paul	http://traffic.libsyn.com/teacherluke/311-the-words-of-the-year-part-2-contains-some-rude-language.mp3	
312. The Words of the Year (Part 3) with Amber & Paul	http://traffic.libsyn.com/teacherluke/312-the-words-of-the-year-part-3.mp3	
313. British Comedy: Tim Vine	http://traffic.libsyn.com/teacherluke/313-british-comedy-tim-vine.mp3	
314. Luke’s Guided Sleep Meditation	http://traffic.libsyn.com/teacherluke/314-luke-s-guided-sleep-meditation.mp3	
315. Do me a favour – Take my Business English Survey!	http://traffic.libsyn.com/teacherluke/315-do-me-a-favour-take-my-business-english-survey.mp3	
316. British Comedy: Tim Vine (Part 2)	http://traffic.libsyn.com/teacherluke/316-british-comedy-tim-vine-part-2.mp3	
317. The Rematch (Part 1) With Amber & Paul	http://traffic.libsyn.com/teacherluke/317-the-rematch-part-1.mp3	
318. The Rematch (Part 2) with Amber & Paul	http://traffic.libsyn.com/teacherluke/318-the-rematch-part-2.mp3	
319. Star Wars VII: The Force Awakens – Reaction (No spoilers!)	http://traffic.libsyn.com/teacherluke/319-star-wars-vii-the-force-awakens-reaction-no-spoilers.mp3	
320. A Christmas Carol by Charles Dickens	http://traffic.libsyn.com/teacherluke/320-a-christmas-carol-by-charles-dickens.mp3	
321. Star Wars Episode VII: The Force Awakens – SPOILER REVIEW	http://traffic.libsyn.com/teacherluke/321-star-wars-episode-vii-the-force-awakens-spoiler-review.mp3	
322. With The Thompsons	http://traffic.libsyn.com/teacherluke/322-with-the-thompsons.mp3	
323. David Bowie (Part 1)	http://traffic.libsyn.com/teacherluke/323-david-bowie-part-1.mp3	
324. David Bowie (Part 2)	http://traffic.libsyn.com/teacherluke/324-david-bowie-part-2.mp3	
325. Catching Up with Oli / Future Predictions (Part 1)	http://traffic.libsyn.com/teacherluke/325-catching-up-with-oli-future-predictions.mp3	
326. Catching up with Oli / Future Predictions (Part 2)	http://traffic.libsyn.com/teacherluke/326-catching-up-with-oli-future-predictions-part-2.mp3	
327. The LEP Photo Competition – Please check out the photos and vote	http://traffic.libsyn.com/teacherluke/327-the-lep-photo-competition-please-check-out-the-photos-and-vote.mp3	
328. Cooking with Luke – Verbs and Expressions in the Kitchen	http://traffic.libsyn.com/teacherluke/328-cooking-with-luke-verbs-and-expressions-in-the-kitchen.mp3	
329. A Rambling Chat with James (News, Stories, Jokes)	http://traffic.libsyn.com/teacherluke/329-a-rambling-chat-with-james-news-stories-jokes.mp3	
330. Let’s Play… Grand Theft Auto 5 (and learn some English while doing it)	http://traffic.libsyn.com/teacherluke/330-let-s-play-grand-theft-auto-5-and-learn-some-english-while-doing-it.mp3	
331. How’s your English? (and why speaking is so important)	http://traffic.libsyn.com/teacherluke/331-how-s-your-english-and-why-speaking-is-so-important.mp3	
332. Olly Richards: English Polyglot – Top Advice and Strategies for Language Learning	http://traffic.libsyn.com/teacherluke/332-olly-richards-english-polyglot-top-advice-and-strategies-for-language-learning.mp3	
333. More Misheard Lyrics ♬	http://traffic.libsyn.com/teacherluke/333-more-misheard-lyrics.mp3	
334. Interview with Craig Wealand (from InglesPodcast)	http://traffic.libsyn.com/teacherluke/334-interview-with-craig-wealand-from-inglespodcast.mp3	
335. VOCABULARY REVIEW: Phrases & Expressions from Episode 334.	http://traffic.libsyn.com/teacherluke/335-vocabulary-review-phrases-expressions-from-episode-334.mp3	
336. Drinking Scottish Whisky at a German Business Meeting While Wearing a Kilt and Playing a Flute… and other stories (with Carrick Cameron)	http://traffic.libsyn.com/teacherluke/336-drinking-scottish-whisky-at-a-german-business-meeting-while-wearing-a-kilt-and-playing-a-flute-a.mp3	
337. MURDER MILE WALKS: Stories of London’s Most Infamous & Shocking Murders [Some Explicit Content + Swearing]	http://traffic.libsyn.com/teacherluke/337-murder-mile-walks-stories-of-london-s-most-infamous-shocking-murders-some-explicit-content-swear.mp3	
338. A Murder Mystery Detective Story (Part 1 of 2)	http://traffic.libsyn.com/teacherluke/338-a-murder-mystery-detective-story.mp3	
339. A Murder Mystery Detective Story (Part 2 of 2)	http://traffic.libsyn.com/teacherluke/339-a-murder-mystery-detective-story-part-2-of-2.mp3	
340. LEP Photo Competition Results & Winners / It’s LEP’s 7th Birthday	http://traffic.libsyn.com/teacherluke/340-lep-photo-competition-results-winners-it-s-lep-s-7th-birthday.mp3	
341. Catching Up With Amber & Paul, Again	http://traffic.libsyn.com/teacherluke/341-catching-up-with-amber-paul-again.mp3	
342. Paul’s “La Bise” Video Success / Audition Story (with Amber & Paul)	http://traffic.libsyn.com/teacherluke/342-paul-s-la-bise-video-success-audition-story-with-amber-paul.mp3	
343. The Interactive Lying Game (with Amber & Paul) / Descriptive Adjectives with T / Three is a Magic Number	http://traffic.libsyn.com/teacherluke/343-the-interactive-lying-game-with-amber-paul-descriptive-adjectives-with-t-three-is-a-magic-number.mp3	
344. A Totally Terrific Talk on the Terrace with The Tangential Trio (feat. Tom Morton) with Amber & Paul	http://traffic.libsyn.com/teacherluke/344-a-totally-terrific-talk-on-the-terrace-with-the-tangential-trio-feat-tom-morton.mp3	
345. ELTon Award Nomination / Phrasal Verbs & Idioms / Brooklyn / The Revenant / Museum of Natural History & More	http://traffic.libsyn.com/teacherluke/345-elton-award-nomination-phrasal-verbs-idioms-brooklyn-the-revenant-museum-of-natural-history-more.mp3	
346. Rambling on a Friday Afternoon	http://traffic.libsyn.com/teacherluke/346-rambling-on-a-friday-afternoon.mp3	
347. Film Club: Marvel / Captain America Civil War (Part 1)	http://traffic.libsyn.com/teacherluke/347-film-club-marvel-superhero-movies-captain-america-civil-war-part-1.mp3	
348. Film Club: Marvel / Captain America Civil War (Part 2)	http://traffic.libsyn.com/teacherluke/348-marvel-superhero-movies-captain-america-civil-war-part-2.mp3	
349. Who’s the best superhero? (with Paul Langton)	http://traffic.libsyn.com/teacherluke/349-who-s-the-best-superhero-with-paul-langton.mp3	
350. Film Club: X-Men Apocalypse (Review)	http://traffic.libsyn.com/teacherluke/350-x-men-apocalypse-film-review.mp3	
351. BREXIT: Should the UK leave the EU? (A Conversation with my Dad)	http://traffic.libsyn.com/teacherluke/351-brexit-should-the-uk-leave-the-eu-a-conversation-with-my-dad.mp3	
352. BREXIT: Key Vocabulary and Concepts	http://traffic.libsyn.com/teacherluke/352-brexit-key-vocabulary-and-concepts.mp3	
353. Award Ceremony / Paris Weather / Crazy Idea	http://traffic.libsyn.com/teacherluke/353-award-ceremony-paris-weather-crazy-idea.mp3	
354. Would You Rather…? (with Amber, Paul & James Simpson)	http://traffic.libsyn.com/teacherluke/354-would-you-rather-with-amber-paul-james-simpson.mp3	
355. EURO 2016 Football: Hooliganism & Violence in Marseille / England vs Russia	http://traffic.libsyn.com/teacherluke/355-euro-2016-football-hooliganism-violence-in-marseille-england-vs-russia.mp3	
356. News / Football / Brexit / Events in the UK / Jo Cox	http://traffic.libsyn.com/teacherluke/356-news-football-brexit-events-in-the-uk-jo-cox.mp3	
357. Learning Languages with Olly Richards	http://traffic.libsyn.com/teacherluke/357-learning-languages-with-olly-richards.mp3	
358. Fête de la Musique / World Music Festival in Paris	http://traffic.libsyn.com/teacherluke/358-fete-de-la-musique-world-music-festival-in-paris.mp3	
359. BREXIT JOKES / EU REFERENDUM NIGHT	http://traffic.libsyn.com/teacherluke/359-brexit-jokes-referendum-night.mp3	
360. THE DAY AFTER BREXIT (Thoughts and feelings)	http://traffic.libsyn.com/teacherluke/360-the-day-after-brexit.mp3	
361. Getting things off my chest! (Part 1) Brexit / Football	http://traffic.libsyn.com/teacherluke/361-getting-things-off-my-chest-part-1.mp3	
362. Getting things off my chest! (Part 2) Brexit / Football	http://traffic.libsyn.com/teacherluke/362-getting-things-off-my-chest-part-2.mp3	
363. Muhammad Ali & The Rumble in the Jungle	http://traffic.libsyn.com/teacherluke/363-muhammad-ali-the-rumble-in-the-jungle.mp3	
364. TEN TOP TIPS for Learning English	http://traffic.libsyn.com/teacherluke/364-ten-top-tips-for-learning-english.mp3	
365. BREXIT: 3 Weeks Later (A conversation with my Dad)	http://traffic.libsyn.com/teacherluke/365-brexit-3-weeks-later-a-conversation-with-my-dad.mp3	
366. Talking about Nothing with Alex Love (Invaded by Robot Aliens)	http://traffic.libsyn.com/teacherluke/366-talking-about-nothing-with-alex-love-invaded-by-robot-aliens.mp3	
367. Talking about Nothing with Alex Love (Invaded by Robot Aliens) PART 2	http://traffic.libsyn.com/teacherluke/367-talking-about-nothing-with-alex-love-invaded-by-robot-aliens-part-2.mp3	
368. The LEP Annual General Meeting 2016 / QUESTIONS	http://traffic.libsyn.com/teacherluke/368-the-lep-annual-general-meeting-2016-questions.mp3	
369. Pokémon GO – It’s just a game, OR IS IT?	http://traffic.libsyn.com/teacherluke/389-pokemon-go-it-s-just-a-game-or-is-it.mp3	
370. In Conversation with Rob Ager from Liverpool (PART 1: Life in Liverpool / Interest in Film Analysis)	http://traffic.libsyn.com/teacherluke/370-in-conversation-with-rob-ager-from-liverpool-part-1-life-in-liverpool-interest-in-film-analysis.mp3	
371. In Conversation with Rob Ager from Liverpool (PART 2: Film Analysis / Hidden Meanings / Stanley Kubrick / Conspiracy Theory)	http://traffic.libsyn.com/teacherluke/371-in-conversation-with-rob-ager-from-liverpool-part-2-film-analysis-hidden-meanings-stanley-kubric.mp3	
372. The Importance of Anecdotes in English / Narrative Tenses / Four Anecdotes	http://traffic.libsyn.com/teacherluke/372-the-importance-of-anecdotes-in-english-narrative-tenses-four-anecdotes.mp3	
373. Who Wants to Be Good at English?	http://traffic.libsyn.com/teacherluke/373-who-wants-to-be-good-at-english.mp3	
374. Alex’s Edinburgh Fringe Report	http://traffic.libsyn.com/teacherluke/374-alex-s-edinburgh-fringe-report.mp3	
375. The LEP Pub Quiz (with Alex Love)	http://traffic.libsyn.com/teacherluke/375-the-lep-pub-quiz-with-alex-love.mp3	
376. A Game of Mini Golf and a Pint (with James)	http://traffic.libsyn.com/teacherluke/376-a-game-of-mini-golf-and-a-pint-with-james.mp3	
377. Holiday in Thailand (Part 1)	http://traffic.libsyn.com/teacherluke/377-holiday-in-thailand.mp3	
378. Holiday in Thailand (Part 2)	http://traffic.libsyn.com/teacherluke/378-holiday-in-thailand-part-2.mp3	
379. The LEP Anecdote Competition	http://traffic.libsyn.com/teacherluke/379-the-lep-anecdote-competition.mp3	
380. Catching Up with Amber and Paul #3	http://traffic.libsyn.com/teacherluke/380-catching-up-with-amber-and-paul-3.mp3	
381. Discussing Cultural Differences with Amber & Paul	http://traffic.libsyn.com/teacherluke/381-discussing-cultural-differences-with-amber-paul.mp3	
382. Mod Culture with Ian Moore	http://traffic.libsyn.com/teacherluke/382-mod-culture-with-ian-moore.mp3	
383. More Ian Moore	http://traffic.libsyn.com/teacherluke/383-more-ian-moore.mp3	
384. Teaching Grammar & Social English	http://traffic.libsyn.com/teacherluke/384-teaching-grammar-social-english.mp3	
385. Breaking the Intermediate Plateau (Part 1)	http://traffic.libsyn.com/teacherluke/385-breaking-the-intermediate-plateau-part-1.mp3	
386. Breaking the Intermediate Plateau (Part 2)	http://traffic.libsyn.com/teacherluke/386-breaking-the-intermediate-plateau-part-2.mp3	
387. LEP Anecdote Competition Entries – Please listen & vote	http://traffic.libsyn.com/teacherluke/387-lep-anecdote-competition-entries-please-listen-vote.mp3	
388. US Presidential Election 2016 – Trump vs Clinton (with Sarah & Sebastian) Part 1	http://traffic.libsyn.com/teacherluke/388-1-2-us-presidential-election-2016-trump-vs-clinton-with-sarah-and-sebastian-part-1.mp3	
389. US Presidential Election 2016 – Trump vs Clinton (with Sarah & Sebastian) Part 2	http://traffic.libsyn.com/teacherluke/389-us-presidential-election-2016-trump-vs-clinton-with-sarah-sebastian-part-2.mp3	
390. The Rick Thompson Report: Hard Brexit / U.S. Election	http://traffic.libsyn.com/teacherluke/390-the-rick-thompson-report-hard-brexit-u-s-election.mp3	
391. Discussing Language, Culture & Comedy with Alexander van Walsum	http://traffic.libsyn.com/teacherluke/391-discussing-language-culture-comedy-with-alexander-van-walsum.mp3	
392. What are the most essential skills of a good foreign language learner?	http://traffic.libsyn.com/teacherluke/392-what-are-the-most-essential-skills-of-a-good-foreign-language-learner.mp3	
393. OPP: Other People’s Podcasts (Part 3)	http://traffic.libsyn.com/teacherluke/393-opp-other-people-s-podcasts-part-3.mp3	
394. OPP: Other People’s Podcasts (Part 4)	http://traffic.libsyn.com/teacherluke/394-opp-other-people-s-podcasts-part-4.mp3	
395. “Have you ever…?” with Paul Taylor and Robert Hoehn	http://traffic.libsyn.com/teacherluke/395-have-you-ever-with-paul-taylor-and-robert-hoehn.mp3	
396. The LEP Anecdote Competition – ROUND 2	http://traffic.libsyn.com/teacherluke/396-the-lep-anecdote-competition-round-2.mp3	
397. An 80-Minute Ramble	http://traffic.libsyn.com/teacherluke/397-an-80-minute-ramble.mp3	
398. US Election Result Ramble + Message + Song	http://traffic.libsyn.com/teacherluke/398-us-election-ramble-message-song.mp3	
399. The Return of Molly Martinez (with Dane Nightingale)	http://traffic.libsyn.com/teacherluke/399-the-return-of-molly-martinez-with-dane-nightingale.mp3	
400. The Pink Gorilla Story 2	http://traffic.libsyn.com/teacherluke/400-the-pink-gorilla-story-2.mp3	
401. ‘Switch off your editor’ to improve your fluency in English	http://traffic.libsyn.com/teacherluke/401-switch-off-your-editor-to-improve-your-fluency-in-english.mp3	
402. The Rick Thompson Report: What’s Going On? Nov. 2016 (Post-Truth Politics, Cricket and Tetris)	http://traffic.libsyn.com/teacherluke/402-the-rick-thompson-report-what-s-going-on-nov-2016-post-truth-politics-cricket-and-tetris.mp3	
403. Competition Results / War Story / Grammar & Punctuation / My Dad’s Accent	http://traffic.libsyn.com/teacherluke/403-competition-results-war-story-grammar-my-dad-s-accent.mp3	
404. British Accents in The Lord of the Rings (Part 1)	http://traffic.libsyn.com/teacherluke/404-british-accents-in-the-lord-of-the-rings-part-1.mp3	
405. British Accents in The Lord of the Rings (Part 2)	http://traffic.libsyn.com/teacherluke/405-british-accents-in-the-lord-of-the-rings-part-2.mp3	
406. Grammar (Past Continuous Tense) / UK Media Bias / Brazil Football Tragedy	http://traffic.libsyn.com/teacherluke/406-grammar-past-continuous-tense-uk-media-bias-brazil-football-tragedy.mp3	
407. Reflections on Language Learning & Working as a Translator: Interview with Kristina from Russia, Winner of the LEP Anecdote Competition 2016	http://traffic.libsyn.com/teacherluke/407-reflections-on-language-learning-working-as-a-translator-interview-with-kristina-from-russia-win.mp3	
408. Catching Up With Amber & Paul #4 (+ videos)	http://traffic.libsyn.com/teacherluke/408-catching-up-with-amber-paul-4.mp3	
409. A CHRISTMAS MEGA-RAMBLE with AMBER MINOGUE	http://traffic.libsyn.com/teacherluke/408-a-christmas-mega-ramble-with-amber-minogue.mp3	
410. Teaching 12 Idioms in the Street / On the Set of Paul’s TV Show (with Amber)	http://traffic.libsyn.com/teacherluke/410-teaching-12-idioms-in-the-street-on-the-set-of-paul-s-tv-show-with-amber.mp3	
411. British Festivals and Holidays (Part 1)	http://traffic.libsyn.com/teacherluke/411-british-festivals-and-holidays-part-1.mp3	
412. British Festivals and Holidays (Part 2)	http://traffic.libsyn.com/teacherluke/festivals2.output.mp3	
413. With The Family (Part 1) Mum’s Cooking + Vocabulary (with Uncle Nic)	http://traffic.libsyn.com/teacherluke/413-with-the-family-part-1-mum-s-cooking-vocabulary-with-uncle-nic.mp3	
414. With the Family (Part 2) My Uncle Met a Rock Star	http://traffic.libsyn.com/teacherluke/414-with-the-family-part-2-my-uncle-met-a-rock-star.mp3	
415. With the Family (Part 3) More Encounters with Famous People	http://traffic.libsyn.com/teacherluke/415-with-the-family-part-3-more-encounters-with-famous-people.mp3	
416. What was the most popular episode of LEP in 2016? + more podcast statistics	http://traffic.libsyn.com/teacherluke/416-what-was-the-most-popular-episode-of-lep-in-2016-more-podcast-statistics.mp3	
417. New Year’s Resolutions and Language Learning in 2017	http://traffic.libsyn.com/teacherluke/417-new-year-s-resolutions-and-language-learning-in-2017.mp3	
418. The Rick Thompson Report: Technology and The Future (January 2017)	http://traffic.libsyn.com/teacherluke/418-the-rick-thompson-report-technology-and-the-future-january-2017.mp3	
419. Rogue One: A Star Wars Story – SPOILER RAMBLE with James	http://traffic.libsyn.com/teacherluke/419-rogue-one-a-star-wars-story-spoiler-review-with-james.mp3	
420. Anyone fancy a brew? Let’s have a nice cup of tea!	http://traffic.libsyn.com/teacherluke/420-anyone-fancy-a-brew-let-s-have-a-nice-cup-of-tea.mp3	
421. Skateboarding – A New Olympic Sport (with James)	http://traffic.libsyn.com/teacherluke/421-skateboarding-a-new-olympic-sport-with-james.mp3	
422. Learning British Dialects with Korean Billy	http://traffic.libsyn.com/teacherluke/422-learning-british-dialects-with-korean-billy.mp3	
423. With Andy & Ben from The London School of English (Part 1)	http://traffic.libsyn.com/teacherluke/423-teacher-talking-time-with-andy-ben-from-the-london-school-of-english-part-1.mp3	
424. With Andy & Ben from The London School of English (Part 2)	http://traffic.libsyn.com/teacherluke/424-with-andy-ben-from-the-london-school-of-english-part-2.mp3	
425. Thompson, Taylor & Minogue: Victorian Detectives (Part 1) with Amber & Paul	http://traffic.libsyn.com/teacherluke/425-thompson-taylor-minogue-victorian-detectives-part-1-with-amber-paul.mp3	
426. Thompson, Taylor & Minogue: Victorian Detectives (Part 2) with Amber & Paul	http://traffic.libsyn.com/teacherluke/426-thompson-taylor-minogue-victorian-detectives-part-2-with-amber-paul.mp3	
427. British Comedy: Limmy’s Show	http://traffic.libsyn.com/teacherluke/427-british-comedy-limmy-s-show.mp3An	
428. British Comedy: Limmy’s Show (Part 2)	http://traffic.libsyn.com/teacherluke/428-british-comedy-limmy-s-show-part-2.mp3	
429. RAMBLENEWS!	http://traffic.libsyn.com/teacherluke/429-ramblenews.mp3	
430. Discussing Language Learning & Life with Fred Eyangoh	http://traffic.libsyn.com/teacherluke/430-discussing-language-learning-life-with-fred-eyangoh.mp3	
431. Restaurants & Hotels / Really Strange TripAdvisor Reviews (with Amber)	http://traffic.libsyn.com/teacherluke/431-restaurants-hotels-really-strange-tripadvisor-reviews-with-amber.mp3	
432. British TV: Gordon Ramsay’s Kitchen Nightmares (Part 1) [Video]	http://traffic.libsyn.com/teacherluke/432-british-tv-gordon-ramsay-s-kitchen-nightmares-part-1-video.mp3	
433. British TV: Gordon Ramsay’s Kitchen Nightmares (Part 2) [Video]	http://traffic.libsyn.com/teacherluke/433-british-tv-gordon-ramsay-s-kitchen-nightmares-part-2-video.mp3	
434. Interview with Paul Taylor – “WTF France?” [Video]	http://traffic.libsyn.com/teacherluke/434-interview-with-paul-taylor-wtf-france-video.mp3	
435. Catching Up With Amber & Paul #5 [Video]	http://traffic.libsyn.com/teacherluke/435-catching-up-with-amber-paul-5-video.mp3	
436. The Return of The Lying Game (with Amber & Paul) [Video]	http://traffic.libsyn.com/teacherluke/436-the-return-of-the-lying-game-with-amber-paul-video.mp3	
437. Ramble News – 31 March 2017	http://traffic.libsyn.com/teacherluke/437-ramble-news-31-march-2017.mp3	
438. Hi Luke, I have a question!	http://traffic.libsyn.com/teacherluke/438-hi-luke-i-have-a-question.mp3	
439. Reading Books to Learn English	http://traffic.libsyn.com/teacherluke/439-reading-books-to-learn-english.mp3	
440. This Pile of Books on my Desk	http://traffic.libsyn.com/teacherluke/440-this-pile-of-books-on-my-desk.mp3	
441. Andy Johnson at the IATEFL Conference	http://traffic.libsyn.com/teacherluke/441-andy-johnson-at-the-iatefl-conference.mp3	
442. The Trip to Japan (Part 1)	http://traffic.libsyn.com/teacherluke/442-the-trip-to-japan-part-1.mp3	
443. The Trip to Japan (Part 2)	http://traffic.libsyn.com/teacherluke/443-the-trip-to-japan-part-2.mp3	
444. The Rick Thompson Report: Snap General Election 2017	http://traffic.libsyn.com/teacherluke/444-the-rick-thompson-report-snap-general-election-2017.mp3	
445. British Podcast Award / Hello to New Listeners / 17 Vocabulary Expressions	http://traffic.libsyn.com/teacherluke/445-british-podcast-award-hello-to-new-listeners-17-vocabulary-expressions.mp3	
446. British TV: Top Gear	http://traffic.libsyn.com/teacherluke/446_Top_Gear.mp3	
447. What is this, British Humour? (with Amber Minogue)	http://traffic.libsyn.com/teacherluke/british_humour.output.mp3	
448. Film Club: Touching The Void (Part 1) Learning a Language is Like Climbing a Mountain	http://traffic.libsyn.com/teacherluke/touching_the_void_1.output_copy_2.mp3	
449. Film Club: Touching the Void (Part 2) Learning a Language is Like Climbing a Mountain	http://traffic.libsyn.com/teacherluke/touching_the_void_2.output_copy_2.mp3	
450. Comments & Questions	http://traffic.libsyn.com/teacherluke/comments_and_questions.output.mp3	
451. Film Club: Alien Covenant	http://traffic.libsyn.com/teacherluke/aliencovenant.output.mp3	
452. A Conversation About Language (with Amber & Paul)	http://traffic.libsyn.com/teacherluke/a_conversation_about_language.output.mp3	
453. The 36 Questions that Lead to Love (with Amber & Paul)	http://traffic.libsyn.com/teacherluke/36_questions_edit.output.mp3	
454. David Crystal Interview (Part 1) Professor of Linguistics	http://traffic.libsyn.com/teacherluke/454._David_Crystal_Part_1.output.mp3	
455. David Crystal Interview (Part 2) Questions from Listeners	http://traffic.libsyn.com/teacherluke/455._David_Crystal_Part_2.output.mp3	
456. Conclusions about Language Learning from the David Crystal Interview (Part 1)	http://traffic.libsyn.com/teacherluke/456._Conclusions_about_Language_Learning_from_the_David_Crystal_Interview_Part_1.mp3	
457. Conclusions about Language Learning from the David Crystal Interview (Part 2)	http://traffic.libsyn.com/teacherluke/457._Conclusions_about_Language_Learning_from_the_David_Crystal_Interview_Part_2.mp3	
