title	url
550. British Comedy: Alan Partridge (Part 3)	https://teacherluke.co.uk/2018/09/28/550-british-comedy-alan-partridge-part-3/
549. British Comedy: Alan Partridge (Part 2)	https://teacherluke.co.uk/2018/09/26/549-british-comedy-alan-partridge-part-2/
548. British Comedy: Alan Partridge (Part 1)	https://teacherluke.co.uk/2018/09/25/548-british-comedy-alan-partridge-part-1/
547. Best Jokes from the Edinburgh Festival Fringe	https://teacherluke.co.uk/2018/09/19/547-best-jokes-from-the-edinburgh-festival-fringe/
546. Death by Meteor	https://teacherluke.co.uk/2018/09/11/546-death-by-meteor/
545. The Hitchhiker by Roald Dahl (Short Story)	https://teacherluke.co.uk/2018/09/07/545-the-hitchhiker-by-roald-dahl-short-story/
544. The Rick Thompson Report: No Deal Brexit	https://teacherluke.co.uk/2018/08/27/544-the-rick-thompson-report-no-deal-brexit/
543. Britain’s First Insect Restaurant Opens	https://teacherluke.co.uk/2018/08/23/543-britains-first-insect-restaurant-opens/
542. Talking Rubbish & Just Having Fun with The Thompsons	https://teacherluke.co.uk/2018/08/21/542-talking-rubbish-just-having-fun-with-the-thompsons/
541. What British People Say vs What They Mean	https://teacherluke.co.uk/2018/07/31/541-what-british-people-say-vs-what-they-mean/
540. What’s Up? Post World Cup / News / LEP Meetup London / Super Mario Earworms	https://teacherluke.co.uk/2018/07/21/540-whats-up-post-world-cup-news-lep-meetup-london-super-mario-earworms/
539. World Cup 2018 [3] Is It Coming Home?	https://teacherluke.co.uk/2018/07/09/539-world-cup-2018-3-is-it-coming-home/
538. World Cup 2018 [2] The Second Round / Listener Comments	https://teacherluke.co.uk/2018/07/05/538-world-cup-2018-2-the-second-round-listener-comments/
537. How Olly Richards Learns a Language (Part 2) Intermediate Plateau / The Magic of Story / Pronunciation & Personality / Classroom vs Self-Guided Learning	https://teacherluke.co.uk/2018/07/02/537-how-olly-richards-learns-a-language-part-2-intermediate-plateau-the-magic-of-story-pronunciation-personality-classroom-vs-self-guided-learning/
536. How Olly Richards Learns a Language (Part 1) Compelling Material / Input-based Learning	https://teacherluke.co.uk/2018/06/29/536-how-olly-richards-learns-a-language-part-1-compelling-material-input-based-learning/
535. World Cup 2018 [1]	https://teacherluke.co.uk/2018/06/26/535-world-cup-2018-1/
534. Sugar Sammy Interview (Part 2) Language & Comedy	https://teacherluke.co.uk/2018/06/15/534-sugar-sammy-interview-part-2-language-comedy/
533. Sugar Sammy Interview (Part 1) Multilingual Comedian	https://teacherluke.co.uk/2018/06/13/533-sugar-sammy-interview-part-1-multilingual-comedian/
532. A History of The World Cup	https://teacherluke.co.uk/2018/06/08/532-a-history-of-the-world-cup/
531. Crime Vocabulary Quiz (with Moz)	https://teacherluke.co.uk/2018/06/06/531-crime-vocabulary-quiz-with-moz/
530. More Murder Stories (with Moz)	https://teacherluke.co.uk/2018/06/03/530-more-murder-stories-with-moz/
529. The “M” Word (with Andy Johnson)	https://teacherluke.co.uk/2018/05/29/529-the-m-word-with-andy-johnson/
528. The Royal Wedding (with Mum)	https://teacherluke.co.uk/2018/05/23/528-the-royal-wedding-with-mum/
527. Can Paul Taylor Pass The UK Citizenship Test?	https://teacherluke.co.uk/2018/05/18/527-can-paul-taylor-pass-the-uk-citizenship-test/
526. Being a Tourist (with Paul Taylor) + Video	https://teacherluke.co.uk/2018/05/15/526-being-a-tourist-with-paul-taylor/
525. Ninja August / Podcast Corrections / Useful Japanese Cat (Listener Comments & Questions)	https://teacherluke.co.uk/2018/05/08/525-ninja-august-podcast-corrections-useful-japanese-cat-listener-comments-questions/
524. Tricky Pronunciation Debates / “Either” “Neither” / Song + Comedy Sketch	https://teacherluke.co.uk/2018/05/04/524-tricky-pronunciation-debates-either-neither-grammar-nazi-sketch/
523. Tips for Learning English with Films & TV Shows (with Cara Leopold)	https://teacherluke.co.uk/2018/04/24/523-tips-for-learning-english-with-films-tv-shows-with-cara-leopold/
522. Learning English at Summer School in the UK (A Rambling Chat with Raphael Miller)	https://teacherluke.co.uk/2018/04/18/522-learning-english-at-summer-school-in-the-uk-a-rambling-chat-with-raphael-miller/
521. Talking about Pets (with James)	https://teacherluke.co.uk/2018/04/13/520-talking-about-pets-with-james/
520. Idioms Game & Chat Part 2 (with Andy Johnson) + 18 More Idioms & Vocab Items Explained	https://teacherluke.co.uk/2018/04/03/520-idioms-game-chat-part-2-with-andy-johnson-18-more-idioms-vocab-items-explained/
519. Idioms Game & Chat (with Andy Johnson) + 25 Idioms Explained	https://teacherluke.co.uk/2018/03/29/519-idioms-game-chat-with-andy-johnson-25-idioms-explained/
518. Grammar Questions (Part 1) Present Perfect Continuous / Future Continuous / Language of Newspaper Headlines	https://teacherluke.co.uk/2018/03/21/518-grammar-questions-part-1-present-perfect-continuous-future-continuous-language-of-newspaper-headlines/
517. Professor Stephen Hawking (An Obituary)	https://teacherluke.co.uk/2018/03/14/517-professor-stephen-hawking/
516. Paul McCartney’s Spider Story	https://teacherluke.co.uk/2018/03/10/516-paul-mccartneys-spider-story/
515. Becoming “Maman” with Amber & Sarah – Bringing Up Children The French Way	https://teacherluke.co.uk/2018/03/06/515-becoming-maman-with-amber-sarah-bringing-up-children-the-french-way/
514. What’s on the table? (with Fred & Alex)	https://teacherluke.co.uk/2018/03/01/514-whats-on-the-table-with-fred-alex/
513. General Ramble / News / Comments	https://teacherluke.co.uk/2018/02/23/513-general-ramble-news-comments/
512. My Experiences of (not) Learning French [Part 2] Learning Language in a Classroom vs Learning On Your Own	https://teacherluke.co.uk/2018/02/16/512-my-experiences-of-not-learning-french-part-2-learning-language-in-a-classroom-vs-learning-on-your-own/
511. My Experiences of (not) Learning French [Part 1]	https://teacherluke.co.uk/2018/02/13/511-my-experiences-of-not-learning-french-part-1/
510. Philosophy Quiz (with Amber & Paul)	https://teacherluke.co.uk/2018/02/05/510-philosophy-quiz-with-amber-paul/
509. What’s it all about? (Philosophy and Language Learning)	https://teacherluke.co.uk/2018/02/01/509-whats-it-all-about-philosophy-and-language-learning/
508. Six True Crime Stories from Victorian England, Told by My Dad	https://teacherluke.co.uk/2018/01/27/508-six-true-crime-stories-from-victorian-england-told-by-my-dad/
507. Learning English with UK Comedy TV Shows	https://teacherluke.co.uk/2018/01/21/british-comedy-tv-shows-to-learn-english-some-british-comedy-tv-show-recommendations/
506. One of Britain’s Favourite Poems	https://teacherluke.co.uk/2018/01/15/506-one-of-britains-favourite-poems/
505. A Chat with Dad & James about Star Wars: The Last Jedi (with Vocabulary)	https://teacherluke.co.uk/2018/01/12/505-a-chat-with-dad-james-about-star-wars-the-last-jedi-with-vocabulary/
504. My Review of Star Wars: The Last Jedi (Part 2)	https://teacherluke.co.uk/2018/01/11/504-my-review-of-star-wars-the-last-jedi-part-2/
503. My Review of Star Wars: The Last Jedi (Part 1)	https://teacherluke.co.uk/2018/01/10/503-my-review-of-star-wars-the-last-jedi-part-1/
502. The Birth of My Daughter	https://teacherluke.co.uk/2018/01/03/502-the-birth-of-my-daughter/
501. Merry Christmas! / Listener Correspondence	https://teacherluke.co.uk/2017/12/24/501-merry-christmas-listener-correspondence/
500. EPISODE 500 CELEBRATION! (PARTS 1 & 2)	https://teacherluke.co.uk/2017/12/17/500-12-episode-500-celebration-part-1/
499. Prince Harry & Meghan Markle / Royal Family Quiz (with Amber)	https://teacherluke.co.uk/2017/12/11/499-prince-harry-meghan-markle-royal-family-quiz-with-amber/
498. The Rick Thompson Report: Brexit Negotiations	https://teacherluke.co.uk/2017/12/08/498-the-rick-thompson-report-brexit-negotiations/
497. Film Club: Withnail & I (with James and Will)	https://teacherluke.co.uk/2017/12/04/497-film-club-withnail-i-with-james-and-will/
496. RAMBLECAST	https://teacherluke.co.uk/2017/11/29/496-ramblecast/
495. Australian Stereotypes and Cliches (with Oliver Gee) ~didgeridoo sounds~	https://teacherluke.co.uk/2017/11/26/495-australian-stereotypes-and-cliches-with-oliver-gee-didgeridoo-sounds/
494. Who Wants to be Good at English? (The Rematch) with Rick Thompson	https://teacherluke.co.uk/2017/11/21/494-who-wants-to-be-good-at-english-the-rematch-with-rick-thompson/
493. Catching Up with Amber & Paul #7 (Human Pollution)	https://teacherluke.co.uk/2017/11/17/493-catching-up-with-amber-paul-7-human-pollution/
492. Becoming a Dad (with Andy & Ben) Part 2	https://teacherluke.co.uk/2017/11/12/492-becoming-a-dad-with-andy-ben-part-2/
491. Becoming a Dad (with Andy & Ben) Part 1	https://teacherluke.co.uk/2017/11/08/491-becoming-a-dad-with-andy-ben-part-1/
490. Discussing Friendship – with Martin and Dan The Man from Rock n’ Roll English (Friendship Phrasal Verbs)	https://teacherluke.co.uk/2017/11/03/490-discussing-friendship-with-martin-and-dan-the-man-from-rock-n-roll-english-friendship-phrasal-verbs/
489. A Rambling Conversation with Mum (Part 2) + Vocabulary	https://teacherluke.co.uk/2017/10/30/489-a-rambling-conversation-with-mum-part-2-vocabulary/
488. A Rambling Conversation with Mum (Part 1) + Vocabulary	https://teacherluke.co.uk/2017/10/26/488-a-rambling-conversation-with-mum-part-1-vocabulary/
487. Learning Languages and Adapting to New Cultures (with Ethan from RealLife English)	https://teacherluke.co.uk/2017/10/22/487-learning-languages-and-adapting-to-new-cultures-with-ethan-from-reallife-english/
485. & 486. Difficult Words to Pronounce in English (with Paul Taylor) (Parts 1 & 2) + video	https://teacherluke.co.uk/2017/10/13/difficult-words-to-pronounce-in-english-with-paul-taylor/
484. Try not to Laugh on the Bus (with Paul Taylor)	https://teacherluke.co.uk/2017/10/08/484-try-not-to-laugh-on-the-bus-with-paul-taylor/
483. A Rambling Chat with Moz	https://teacherluke.co.uk/2017/10/01/483-a-rambling-chat-with-moz/
482. The Murder Mile True Crime Podcast (with Moz) More Creepy Stories of Murders in London	https://teacherluke.co.uk/2017/09/26/482-the-murder-mile-true-crime-podcast-with-moz-more-creepy-stories-of-murders-in-london/
481. Holiday Diary (Final Part) “Endeavour to Persevere”	https://teacherluke.co.uk/2017/09/20/481-holiday-diary-final-part-endeavour-to-persevere/
480. Holiday Diary (Part 7) BIG ROCKS!	https://teacherluke.co.uk/2017/09/18/480-holiday-diary-part-7-big-rocks/
479. Holiday Diary (Part 6) The Madness of Las Vegas / 11 Gambling Idioms	https://teacherluke.co.uk/2017/09/15/479-holiday-diary-part-6-the-madness-of-las-vegas-11-gambling-idioms/
478. Holiday Diary (Part 5) An Encounter with The Church of Scientology	https://teacherluke.co.uk/2017/09/12/478-holiday-diary-part-5-an-encounter-with-the-church-of-scientology/
477. Holiday Diary (Part 4) The Fresh Prince of Bel Air	https://teacherluke.co.uk/2017/09/09/477-holiday-diary-part-4-the-fresh-prince-of-bel-air/
476. Holiday Diary (Part 3) Astronomy, Astrology & Flat Earth Conspiracy Theory	https://teacherluke.co.uk/2017/09/03/476-holiday-diary-part-3-astronomy-astrology-flat-earth-conspiracy-theory/
475. Holiday Diary (Part 2) Modern Art: Is it amazing, or is it rubbish?	https://teacherluke.co.uk/2017/09/03/475-holiday-diary-part-2-modern-art-is-it-amazing-or-is-it-rubbish/
474. Holiday Diary (Part 1) New Arrival, New Destinations	https://teacherluke.co.uk/2017/08/31/474-holiday-diary-part-1/
473. Explaining the Rules of Cricket (with Dad)	https://teacherluke.co.uk/2017/08/22/473-explaining-the-rules-of-cricket-with-dad/
472. Andy’s Survival Story / Why Andy Runs Marathons (with Andy Johnson)	https://teacherluke.co.uk/2017/08/10/472-andy-johnson-at-the-london-school-of-english-part-2-why-andy-runs-marathons/
471. Stepping on Lego, Self-directed Learning, Accents (with Andy Johnson)	https://teacherluke.co.uk/2017/08/06/471-andy-johnson-at-the-london-school-of-english-part-1-lego-self-directed-learning-accents/
470. Understanding the Liverpool Accent	https://teacherluke.co.uk/2017/07/31/470-understanding-the-liverpool-accent/
469. British Comedy: John Bishop	https://teacherluke.co.uk/2017/07/27/469-british-comedy-john-bishop/
468. Punk – Music & Culture (with James)	https://teacherluke.co.uk/2017/07/24/468-punk-music-culture-with-james/
467. A Boiling-Hot Evening Ramble – Comments & Questions	https://teacherluke.co.uk/2017/07/20/467-a-boiling-hot-evening-ramble-comments-questions/
466. Get this word into your life	https://teacherluke.co.uk/2017/07/15/466-get-this-word-into-your-life/
465. How I make episodes of the podcast (Part 2)	https://teacherluke.co.uk/2017/07/10/465-how-i-make-episodes-of-the-podcast-part-2/
464. How I make episodes of the podcast (Part 1)	https://teacherluke.co.uk/2017/07/06/464-how-i-make-episodes-of-the-podcast-part-1/
463. News, Comments & Questions	https://teacherluke.co.uk/2017/07/03/463-news-comments-questions/
462. British Comedy: Bill Bailey	https://teacherluke.co.uk/2017/06/28/462-british-comedy-bill-bailey/
461. 25 Deceptively Difficult Questions (with Amber, Paul & Sarah)	https://teacherluke.co.uk/2017/06/24/461-25-deceptively-difficult-questions-with-amber-paul-sarah/
460. Catching Up With Amber & Paul #6 (feat. Sarah Donnelly)	http://wp.me/p4IuUx-7PL
459. Lazing on a Sunny Afternoon	https://teacherluke.co.uk/2017/06/17/459-lazing-on-a-sunny-afternoon/
458. The Rick Thompson Report: Post-Election 2017	https://teacherluke.co.uk/2017/06/14/458-the-rick-thompson-report-post-election-2017/
457. Conclusions about Language Learning from the David Crystal Interview (Part 2)	https://teacherluke.co.uk/2017/06/09/457-conclusions-about-language-learning-from-the-david-crystal-interview-part-2/
456. Conclusions about Language Learning from the David Crystal Interview (Part 1)	https://teacherluke.co.uk/2017/06/09/456-conclusions-about-language-learning-from-the-david-crystal-interview-part-1/
455. David Crystal Interview (Part 2) Questions from Listeners	https://teacherluke.co.uk/2017/06/06/455-david-crystal-interview-part-2-questions-from-listeners/
454. David Crystal Interview (Part 1) Professor of Linguistics	https://teacherluke.co.uk/2017/05/31/454-david-crystal-interview-part-1-professor-of-linguistics/
453. The 36 Questions that Lead to Love (with Amber & Paul)	https://teacherluke.co.uk/2017/05/27/453-the-36-questions-that-lead-to-love-with-amber-paul/
452. A Conversation About Language (with Amber & Paul)	https://teacherluke.co.uk/2017/05/24/452-a-conversation-about-language-with-amber-paul/
451. Film Club: Alien Covenant	https://teacherluke.co.uk/2017/05/22/451-film-club-alien-covenant/
450. Comments & Questions	https://teacherluke.co.uk/2017/05/16/450-comments-questions/
449. Film Club: Touching the Void (Part 2) Learning a Language is Like Climbing a Mountain	https://teacherluke.co.uk/2017/05/13/449-film-club-touching-the-void-part-2/
448. Film Club: Touching The Void (Part 1) Learning a Language is Like Climbing a Mountain	https://teacherluke.co.uk/2017/05/12/448-film-club-touching-the-void-part-1/
447. What is this, British Humour? (with Amber Minogue)	https://teacherluke.co.uk/2017/05/08/447-what-is-this-british-humour/
446. British TV: Top Gear	https://teacherluke.co.uk/2017/05/05/446-british-tv-top-gear/
445. British Podcast Award / Hello to New Listeners / 17 Vocabulary Expressions	https://teacherluke.co.uk/2017/05/01/445-british-podcast-award-hello-to-new-listeners-17-vocabulary-expressions/
444. The Rick Thompson Report: Snap General Election 2017	http://wp.me/p4IuUx-7C6
443. The Trip to Japan (Part 2)	http://wp.me/p4IuUx-7C4
442. The Trip to Japan (Part 1)	http://wp.me/p4IuUx-7BQ
441. Andy Johnson at the IATEFL Conference	http://wp.me/p4IuUx-7BO
440. This Pile of Books on my Desk	https://teacherluke.co.uk/2017/04/06/440-this-pile-of-books-on-my-desk/
439. Reading Books to Learn English	https://teacherluke.co.uk/2017/04/06/439-reading-books-to-learn-english/
438. Hi Luke, I have a question!	https://teacherluke.co.uk/2017/04/04/438-hi-luke-i-have-a-question/
437. Ramble News – 31 March 2017	https://teacherluke.co.uk/2017/03/31/437-ramble-news-31-march-2017/
436. The Return of The Lying Game (with Amber & Paul) [Video]	http://wp.me/p4IuUx-7Av
435. Catching Up With Amber & Paul #5 [Video]	https://teacherluke.co.uk/2017/03/24/435-catching-up-with-amber-paul-5-video/
434. Interview with Paul Taylor – “WTF France?” [Video]	https://teacherluke.co.uk/2017/03/21/434-interview-with-paul-taylor-wtf-france-video/
433. British TV: Gordon Ramsay’s Kitchen Nightmares (Part 2) [Video]	https://teacherluke.co.uk/2017/03/16/433-british-tv-gordon-ramsays-kitchen-nightmares-part-2-video/
432. British TV: Gordon Ramsay’s Kitchen Nightmares (Part 1) [Video]	https://teacherluke.co.uk/2017/03/14/432-british-tv-gordon-ramsays-kitchen-nightmares-part-1-video/
431. Restaurants & Hotels / Really Strange TripAdvisor Reviews (with Amber)	https://teacherluke.co.uk/2017/03/09/431-restaurants-hotels-really-strange-tripadvisor-reviews-with-amber/
430. Discussing Language Learning & Life with Fred Eyangoh	https://teacherluke.co.uk/2017/03/05/430-discussing-language-learning-life-with-fred-eyangoh/
429. RAMBLENEWS!	https://teacherluke.co.uk/2017/03/01/429-ramblenews/
428. British Comedy: Limmy’s Show (Part 2)	https://teacherluke.co.uk/2017/02/23/428-british-comedy-limmys-show-part-2/
427. British Comedy: Limmy’s Show	https://teacherluke.co.uk/2017/02/22/427-british-comedy-limmys-show/
426. Thompson, Taylor & Minogue: Victorian Detectives (Part 2) with Amber & Paul	https://teacherluke.co.uk/2017/02/16/426-thompson-taylor-minogue-victorian-detectives-part-2-with-amber-paul/
425. Thompson, Taylor & Minogue: Victorian Detectives (Part 1) with Amber & Paul	https://teacherluke.co.uk/2017/02/13/425/
424. With Andy & Ben from The London School of English (Part 2)	https://teacherluke.co.uk/2017/02/08/424-with-andy-ben-from-the-london-school-of-english-part-2/
423. With Andy & Ben from The London School of English (Part 1)	https://teacherluke.co.uk/2017/02/06/423-teacher-talking-time-with-andy-ben-from-the-london-school-of-english-part-1/
422. Learning British Dialects with Korean Billy	https://teacherluke.co.uk/2017/02/02/422-learning-british-dialects-with-korean-billy/
421. Skateboarding – A New Olympic Sport (with James)	https://teacherluke.co.uk/2017/01/29/421-skateboarding-a-new-olympic-sport-with-james/
420. Anyone fancy a brew? Let’s have a nice cup of tea!	https://teacherluke.co.uk/2017/01/26/420-anyone-fancy-a-brew-lets-have-a-nice-cup-of-tea/
419. Rogue One: A Star Wars Story – SPOILER RAMBLE with James	https://teacherluke.co.uk/2017/01/23/419-rogue-one-a-star-wars-story-spoiler-ramble-with-james/
418. The Rick Thompson Report: Technology and The Future (January 2017)	https://teacherluke.co.uk/2017/01/19/418-the-rick-thompson-report-technology-and-the-future-january-2017/
417. New Year’s Resolutions and Language Learning in 2017	https://teacherluke.co.uk/2017/01/15/417-new-years-resolutions-and-language-learning-in-2017/
416. What was the most popular episode of LEP in 2016? + more podcast statistics	https://teacherluke.co.uk/2017/01/13/416-what-was-the-most-popular-episode-of-lep-in-2016-more-podcast-statistics/
415. With the Family (Part 3) More Encounters with Famous People	http://wp.me/p4IuUx-7sg
414. With the Family (Part 2) My Uncle Met a Rock Star	https://teacherluke.co.uk/2017/01/05/414-with-the-family-part-2-my-uncle-met-a-rock-star/
413. With The Family (Part 1) Mum’s Cooking + Vocabulary (with Uncle Nic)	https://teacherluke.co.uk/2017/01/03/413-with-the-family-part-1-mums-cooking-vocabulary-with-uncle-nic/
412. British Festivals and Holidays (Part 2)	https://teacherluke.co.uk/2016/12/26/412-british-festivals-and-holidays-part-2/
411. British Festivals and Holidays (Part 1)	https://teacherluke.co.uk/2016/12/26/411-british-festivals-and-holidays-part-1/
410. Teaching 12 Idioms in the Street / On the Set of Paul’s TV Show (with Amber)	https://teacherluke.co.uk/2016/12/20/410-teaching-12-idioms-in-the-street-on-the-set-of-pauls-tv-show-with-amber/
409. A CHRISTMAS MEGA-RAMBLE with AMBER MINOGUE	https://teacherluke.co.uk/2016/12/16/409-a-christmas-mega-ramble-with-amber-minogue/
408. Catching Up With Amber & Paul #4 (+ videos)	https://teacherluke.co.uk/2016/12/13/408-catching-up-with-amber-paul-4-videos/
407. Reflections on Language Learning & Working as a Translator: Interview with Kristina from Russia, Winner of the LEP Anecdote Competition 2016	https://teacherluke.co.uk/2016/12/07/407-reflections-on-language-learning-working-as-a-translator-interview-with-kristina-from-russia-winner-of-the-lep-anecdote-competition-2016/
406. Grammar (Past Continuous Tense) / UK Media Bias / Brazil Football Tragedy	https://teacherluke.co.uk/2016/12/04/406-grammar-past-continuous-tense-uk-media-bias-brazil-football-tragedy/
405. British Accents in The Lord of the Rings (Part 2)	https://teacherluke.co.uk/2016/11/30/405-british-accents-in-the-lord-of-the-rings-part-2/
404. British Accents in The Lord of the Rings (Part 1)	https://teacherluke.co.uk/2016/11/30/404-british-accents-in-the-lord-of-the-rings-part-1/
403. Competition Results / War Story / Grammar & Punctuation / My Dad’s Accent	https://teacherluke.co.uk/2016/11/29/403-competition-results-war-story-grammar-my-dads-accent/
402. The Rick Thompson Report: What’s Going On? Nov. 2016 (Post-Truth Politics, Cricket and Tetris)	https://teacherluke.co.uk/2016/11/23/402-the-rick-thompson-report-whats-going-on-nov-2016-post-truth-politics-cricket-and-tetris/
401. ‘Switch off your editor’ to improve your fluency in English	https://teacherluke.co.uk/2016/11/21/401-switch-off-your-editor-to-improve-your-fluency-in-english/
400. The Pink Gorilla Story 2	https://teacherluke.co.uk/2016/11/18/400-the-pink-gorilla-story-2/
399. The Return of Molly Martinez (with Dane Nightingale)	https://teacherluke.co.uk/2016/11/15/399-the-return-of-molly-martinez-with-dane-nightingale/
398. US Election Result Ramble + Message + Song	https://teacherluke.co.uk/2016/11/09/398-us-election-result-ramble-message-song/
397. An 80-Minute Ramble	https://teacherluke.co.uk/2016/11/07/397-an-80-minute-ramble/
396. The LEP Anecdote Competition – ROUND 2	https://teacherluke.co.uk/2016/10/28/396-the-lep-anecdote-competition-round-2/
395. “Have you ever…?” with Paul Taylor and Robert Hoehn	https://teacherluke.co.uk/2016/10/27/395-have-you-ever-with-paul-taylor-and-robert-hoehn/
394. OPP: Other People’s Podcasts (Part 4)	https://teacherluke.co.uk/2016/10/23/394-opp-other-peoples-podcasts-part-4/
393. OPP: Other People’s Podcasts (Part 3)	https://teacherluke.co.uk/2016/10/22/393-opp-other-peoples-podcasts-part-3/
392. What are the most essential skills of a good foreign language learner?	https://teacherluke.co.uk/2016/10/19/392-what-are-the-most-essential-skills-of-a-good-foreign-language-learner/
391. Discussing Language, Culture & Comedy with Alexander van Walsum	https://teacherluke.co.uk/2016/10/17/391-discussing-language-culture-comedy-with-alexander-van-walsum/
390. The Rick Thompson Report: Hard Brexit / U.S. Election	https://teacherluke.co.uk/2016/10/14/390-the-rick-thompson-report-hard-brexit-u-s-election/
389. US Presidential Election 2016 – Trump vs Clinton (with Sarah & Sebastian) Part 2	https://teacherluke.co.uk/2016/10/11/389-us-presidential-election-2016-trump-vs-clinton-with-sarah-sebastian-part-2/
388. US Presidential Election 2016 – Trump vs Clinton (with Sarah & Sebastian) Part 1	https://teacherluke.co.uk/2016/10/11/388-us-presidential-election-2016-trump-vs-clinton-with-sarah-and-sebastian/
387. LEP Anecdote Competition Entries – Please listen & vote	https://teacherluke.co.uk/2016/10/07/387-lep-anecdote-competition-entries-please-listen-vote/
386. Breaking the Intermediate Plateau (Part 2)	https://teacherluke.co.uk/2016/10/05/386-breaking-the-intermediate-plateau-part-2/
385. Breaking the Intermediate Plateau (Part 1)	https://teacherluke.co.uk/2016/10/05/385-breaking-the-intermediate-plateau-part-1/
384. Teaching Grammar & Social English	https://teacherluke.co.uk/2016/09/30/384-teaching-grammar-social-english/
383. More Ian Moore	https://teacherluke.co.uk/2016/09/27/383-more-ian-moore/
382. Mod Culture with Ian Moore	https://teacherluke.co.uk/2016/09/21/382-mod-culture-with-ian-moore/
381. Discussing Cultural Differences with Amber & Paul	https://teacherluke.co.uk/2016/09/17/381-discussing-cultural-differences-with-amber-paul/
380. Catching Up with Amber and Paul #3	https://teacherluke.co.uk/2016/09/12/380-catching-up-with-amber-and-paul-3/
379. The LEP Anecdote Competition	https://teacherluke.co.uk/2016/09/07/379-the-lep-anecdote-competition/
378. Holiday in Thailand (Part 2)	https://teacherluke.co.uk/2016/09/05/378-holiday-in-thailand-part-2/
377. Holiday in Thailand (Part 1)	https://teacherluke.co.uk/2016/09/03/377-holiday-in-thailand/
376. A Game of Mini Golf and a Pint (with James)	https://teacherluke.co.uk/2016/08/12/376-a-game-of-mini-golf-and-a-pint-with-james/
375. The LEP Pub Quiz (with Alex Love)	https://teacherluke.co.uk/2016/08/12/375-the-lep-pub-quiz-with-alex-love/
374. Alex’s Edinburgh Fringe Report	https://teacherluke.co.uk/2016/08/12/374-alexs-edinburgh-report/
373. Who Wants to Be Good at English?	https://teacherluke.co.uk/2016/08/10/373-who-wants-to-be-good-at-english/
372. The Importance of Anecdotes in English / Narrative Tenses / Four Anecdotes	https://teacherluke.co.uk/2016/08/09/372-the-importance-of-anecdotes-in-english-narrative-tenses-four-anecdotes
371. In Conversation with Rob Ager from Liverpool (PART 2: Film Analysis / Hidden Meanings / Stanley Kubrick / Conspiracy Theory)	https://teacherluke.co.uk/2016/08/07/371-in-conversation-with-rob-ager-from-liverpool-part-2-film-analysis-hidden-meanings-stanley-kubrick-conspiracy-theory/
370. In Conversation with Rob Ager from Liverpool (PART 1: Life in Liverpool / Interest in Film Analysis)	https://teacherluke.co.uk/2016/08/07/370-in-conversation-with-rob-ager-from-liverpool-part-1-life-in-liverpool-interest-in-film-analysis/
369. Pokémon GO – It’s just a game, OR IS IT?	https://teacherluke.co.uk/2016/08/03/389-pokemon-go-its-just-a-game-or-is-it/
368. The LEP Annual General Meeting 2016 / QUESTIONS	https://teacherluke.co.uk/2016/08/02/368-the-lep-annual-general-meeting-2016-questions/
367. Talking about Nothing with Alex Love (Invaded by Robot Aliens) PART 2	https://teacherluke.co.uk/2016/07/31/367-talking-about-nothing-with-alex-love-invaded-by-robot-aliens-part-2/
366. Talking about Nothing with Alex Love (Invaded by Robot Aliens)	https://teacherluke.co.uk/2016/07/31/366-talking-about-nothing-with-alex-love-invaded-by-robot-aliens/
365. BREXIT: 3 Weeks Later (A conversation with my Dad)	https://teacherluke.co.uk/2016/07/17/365-brexit-3-weeks-later-a-conversation-with-my-dad/
364. TEN TOP TIPS for Learning English	https://teacherluke.co.uk/2016/07/15/364-ten-top-tips-for-learning-english/
363. Muhammad Ali & The Rumble in the Jungle	https://teacherluke.co.uk/2016/07/03/363-muhammad-ali-the-rumble-in-the-jungle/
362. Getting things off my chest! (Part 2) Brexit / Football	https://teacherluke.co.uk/2016/06/28/362-getting-things-off-my-chest-part-2/
361. Getting things off my chest! (Part 1) Brexit / Football	https://teacherluke.co.uk/2016/06/28/361-getting-things-off-my-chest-part-1/
360. THE DAY AFTER BREXIT (Thoughts and feelings)	https://teacherluke.co.uk/2016/06/24/360-the-day-after-brexit-thoughts-and-feelings/
359. BREXIT JOKES / EU REFERENDUM NIGHT	https://teacherluke.co.uk/2016/06/24/359-brexit-jokes-eu-referendum-night/
358. Fête de la Musique / World Music Festival in Paris	https://teacherluke.co.uk/2016/06/23/358-fete-de-la-musique-world-music-festival-in-paris/
357. Learning Languages with Olly Richards	https://teacherluke.co.uk/2016/06/19/357-olly-richards/
356. News / Football / Brexit / Events in the UK / Jo Cox	https://teacherluke.co.uk/2016/06/17/356-lep-meeting-football-brexit-events-in-the-uk-jo-cox/
355. EURO 2016 Football: Hooliganism & Violence in Marseille / England vs Russia	https://teacherluke.co.uk/2016/06/13/355-euro-2016-football-hooliganism-violence-in-marseille-england-vs-russia/
354. Would You Rather…? (with Amber, Paul & James Simpson)	https://teacherluke.co.uk/2016/06/10/354-would-you-rather-with-amber-paul-james-simpson/
353. Award Ceremony / Paris Weather / Crazy Idea	https://teacherluke.co.uk/2016/06/07/353-award-ceremony-paris-weather-crazy-idea/
352. BREXIT: Key Vocabulary and Concepts	https://teacherluke.co.uk/2016/06/07/352-brexit-key-vocabulary-and-concepts/
